text,intent
확인해 주실 부분이 있는데요 엔티피 몇 권이세요,질문
사권에 삼 에이 말씀이세요 그 안된다고 말씀을 하시는 게요,질문
혹시 출고 교재 보기에서 안 보이신다는 건이세요,질문
지금 센터장님은 기기를 소지하고 있지 않으신 거죠,질문
계속 안 나오신다는 말씀이신 거잖아요,질문
그래서 이건 선생님과 다시 한 번 확인을 해주셔야 될 것 같은데요,질문
선생님 정보를 말씀해주시면 선생님께 연락을 드리라고 전달을 해드릴까요,질문
그럼 두 시부터 세 시 사이에 통화 가능하신데 괜찮으세요,질문
수업 중이긴 한데 전화는 일단 한 번 해주세요,질문
그럼 회원님이 이름님이시고 선생님 연락처는 몇 번이세요,질문
네 어떤 문의 이실까요,질문
이미 실습을 하신 상태이신가요,질문
강의를 보고 있는데 아이패드로도 수강이 가능한가요,질문
그럼 아이패드 에어도 가능한가요,질문
실업자 국비지원으로 수강 받고 있는데 출석부 확인은 어디에서 하나요,질문
네 지금 피씨 사용 가능하십니까,질문
네이버에서 직업훈련포털로 검색해 보시겠습니까,질문
그러시면 직업훈련포털 사이트에 접속하시고 우측 중앙에 계좌제 배너 클릭 부탁드립니다,질문
네 이력조회 보이네요 클릭하면 되나요,질문
네 고객님 어떤 부분 궁금하실까요,질문
그 강의 기간이 제한이 되어 있던데 그 이후로는 들을 수가 없는 건가요,질문
아 그럼 제가 지금 수강하는 과목이 이번달 말에 종료인데 다시 듣고 싶으면 말일 이후에 재신청 하면 된다는거죠,질문
고유 수강기간이 남았더라도 패스 이용 종료와 함께 수강도 불가능한 점 참고해주세요,질문
그러실 수 있죠 추가로 궁금하신 사항 있으실까요,질문
상품를 보고 있는데 이 클래스는 어떤 사람이 수강 할 수 있나요,질문
전문적으로 춤을 춰본적이 없는데도 가능할까요,질문
네 춤을 추기 위해 준비물이 필요할까요,질문
네 수업 중 동작을 맞게 하고 있는지 알 수 있는 방법이 있나요,질문
네 무엇을 도와드릴까요,질문
커리큘럼이나 학습 질문은 어떻게 해야 하나요,질문
여기에 직접 질의를 할 수 있는거네요,질문
네 혹시 추가 문의사항이 있으신가요,질문
노량진 기본이론 종합반은 개강을 언제 하나요,질문
혹시 내년 1월 시간표도 미리 볼 수 있나요,질문
교수님은 매번 개강할 때마다 동일한가요,질문
무한 수강 프리패스 말씀이시죠,질문
네 혹시 추가 문의사항이 있으신가요,질문
실례지만 어느 학과에 합격하셨는지 알려주실 수 있을까요,질문
아 그러면 교수님 연락처 좀 알려주세요,질문
네 지금 메모 가능하실까요,질문
네 가능해요 불러주시겠어요,질문
담당 조교선생님 연락처도 알려드릴께요 전번로 상담요청 부탁드려요,질문
네 근데 학습지 형태에 관해서 어떻게 진행 되는 지 궁금합니다,질문
고객님 교수님 성함이나 강좌명 말씀해 주시면 좀 더 정확한 안내 도와드리겠습니다,질문
또한 5월 11일 학원에서 개강했기 때문에 인강 개강은 최대 7일 정도 소요되는 점 참고부탁드립니다,질문
아 그러면 상품이 5월에 인강으로 먼저 개강되겠네요,질문
다른 문의 사항 있으실까요 고객님,질문
네 어떤 게 궁금하실까요,질문
발레가 처음이고 몸이 많이 뻣뻣한데 할 수 있을까요,질문
허리나 어깨 무릎 등 통증이 있진 않겠죠,질문
병증이 있는 경우는 운동 전 의사와 상담해 주시기를 바랍니다,질문
네 고객님 무엇을 도와드릴까요,질문
입시 상담은 어디서 받을 수 있나요,질문
그래요 여기에 글 남기면 되는 건가요,질문
어 그러면 대학 진학에 관한 것도 상담 가능하겠죠,질문
네 고객님 궁금하신 점 있으시면 편히 연락주세요,질문
등록하신 휴대폰 번호 말씀해 주시겠어요 어머님,질문
전번 번 혹시 이름 회원의 어머님 되세요,질문
어머님 회원 가입을 혹시 학부모 회원으로 가입하셨나요,질문
그럼 학습 회원으로 가입하면 되는 거죠,질문
네 어떤 점이 궁금하십니까,질문
한국사를 한번도 접하지 않아도 수업이 가능할까요,질문
아 그렇군요 그럼 책이 별도로 없어도 괜찮을까요,질문
안녕하세요 상품에 어떤 교재가 필요한 건가요,질문
사이트 로그인 했는데 어떤 게 있는지 어디서 확인 할 수 있어요,질문
상품에서 이용 안내 그리고 준비물 클릭하세요,질문
잠시만요 이용 안내에서 준비물을 클릭하라구요,질문
그럼 아래 나오는 이미지를 보고 선택하면 되는 거죠,질문
맞습니다 고객님 다른 문의 사항 더 있으신가요,질문
공무원 시험과 군무원 시험 비교했을 때 어떤 차이가 있나요,질문
군무원 행정법 강의에 좀 더 추가되는 내용이 있지 않나요,질문
그러면은 어떤 강의부터 시작하는 게 도움이 될까요,질문
상품 시간표가 어떻게 될까요,질문
참고로 이전에 오픈했었던 7급 기본이론 완성반 시간표를 보내드릴까요,질문
네 고객님 핸드폰 번호를 알려주시면 문자로 보내드리겠습니다,질문
익명게시판에서 제가 쓴 글을 찾을 수가 없어서요 어떻게 찾죠,질문
아 여기 있네요 이거 누르면되나요,질문
네 더 궁금하신 점은 없으신가요,질문
네 고객님 무엇을 도와드릴까요,질문
개편된 시험에 유리하다는 거네요,질문
가입하면 모의고사도 볼 수 있지요,질문
네 고객님 어떤 점이 궁금하신가요,질문
네 어떻게 다양한지 알 수 있을까요,질문
네 일러스트는 어떤건가요,질문
완강 강의와 진행 중 강의가 무슨 차이인가요,질문
그러면 결제하면 몇 강부터 시청하든 상관이 없겠네요,질문
진행 중인 강의는 그러면 업로드가 진행 중인 강의인건가요,질문
추가 오픈 되는 과정 어떤거 말씀하실까요,질문
그럼 추가 오픈 되는 과정이 없나요,질문
아 그럼 언제쯤 열리는지 정확히 모르겠네요,질문
네 고객님 저희 소속 인강 알아보고 계신가요,질문
좀 특별한 프로그램이 있던데요,질문
그럼 클래스를 들으면 연주를 잘 할 수 있게 될까요,질문
연습은 어느정도 해야하나요,질문
클래스를 다 들으면 완곡할 수 있나요,질문
네 고객님 말씀하십시오,질문
2022년 부터 국어가 제외돼서 그런 거 같은데 따로 강의 등록 가능할까요,질문
저희도 외부로부터 콘텐츠를 받는 것만 서비스가 가능한 점 참고 부탁드립니다,질문
아 그러면 국어만 듣는 건 어렵겠네요,질문
기타가 어떤 서비스인가요,질문
아 그래요 누가 이용할 수 있나요,질문
그렇군요 어떻게 이용하면 될까요,질문
오 그렇군요 하루에 몇 문제 정도 출제 되나요,질문
어느 과정이 전망이 좋을까요,질문
아 네 상품 과정별 전망이 궁금하신 거죠,질문
아 그러면 이게 단계별로 우선 순위 등을 구분하는 게 좋을까요,질문
그점 참고하셔서 진행해주시면 될 것같습니다 추가 문의사항 있으신가요,질문
예 고객님 무엇을 도와드릴까요,질문
무슨 말인지 모르겠고 책이 엄청 두꺼운데 전부 외워야 하나요,질문
제가 무엇을 도와드릴까요,질문
기타은 선생님께도 확인이 안 되시나요 완료하신 것이요,질문
아예 없어서 안 된다는 말씀이셨던 거예요,질문
문제가 다 없었다고 말씀을 하신다는 거죠,질문
선생님 이 시간 이후로 연락을 드리면은 통화가 가능하신 상태이실까요,질문
저 아니면 회원님 이야기하시는 건가요,질문
그러면 학부모님이 연락을 주셨을까요 회원님이 직접 문의를 주셨을까요,질문
네 무엇을 도와드릴까요,질문
제가 비문학 기출을 풀려고 하는데 저 교재로 준비해도 도움이 될까요,질문
저 교재 구성이 정확히 어떻게 되시나요,질문
공무원 국어 시험을 준비하는 분들이 보시던 교재는 맞죠,질문
네 무엇을 도와드릴까요,질문
혹시 소속 한 과목 프리 패스는 없나요,질문
실제 강의생 대부분은 프리 패스를 이용하여 강의를 듣고 있나요,질문
예 강사님들을 회사별로 나누어 들으시려는 건 아니시죠,질문
네 보시고 계시는 클래스가 있을까요,질문
네 그렇군요 그럼 꽃다발은 어떤 내용들로 되어 있나요,질문
네 포장 방법은 여러가지인건가요,질문
네 무엇을 도와드릴까요,질문
시작할 때 소속에서 도움받아볼 수 있는 프로그램이 있을까요,질문
네 어떤점이 궁금하신가요,질문
제가 다녔던 학교 졸업자면 할인 혜택이 있는 거 같은데 매학기 수강료가 얼마인가요,질문
1학점에 7만원이니까 최대로 수강하면 126만원 맞나요,질문
또 궁금한 게 사이버 수업이라도 중간고사와 기말고사시에는 학교방문을 해야되나요,질문
그렇군요 그럼 졸업을 위해 실습도 나가야 되나요,질문
네 어떤 문의 이실까요,질문
개강전 실습 서류들을 제출해야 하는데 어디서 다운받을 수 있나요,질문
개강전에는 다운 못받는 건가요,질문
자세한 사항은 아동보육학과로 문의 부탁드립니다,질문
이름 어머님 지금 통화 가능하세요,질문
그러면 안내 드릴게요 상단에 학습 모드가 온으로 설정이 되어 있으십니까,질문
네 오프 되셨나요,질문
이제 상품 앱이 삭제가 됩니다 그 서비스 해지 확인 해 주시구요,질문
삭제 확인 눌러주시면 되세요,질문
더 문의사항 있으실까요,질문
아 네 지원 관련해서 어떤부분이 궁금하신가요,질문
네 혹시 복수지원도 가능한가요,질문
아 정규수업 복수지원 말씀이신가요,질문
추가 문의사항 있으신가요,질문
해당 상품에 연고대 강의는 포함 안되나요,질문
아 그럼 연고대만 커리가 따로 구성되어서 대비하려면 따로 구매해야 하나요,질문
추가로 다른 문의 사항은 없으실까요 고객님,질문
안녕하세요 상품 으로 자료 보는 거 좀 알려주세요,질문
회원님 지금 사이트에 로그인 하셨나요,질문
나의 학습방에서 원하는 강좌를 선택한 다음 자료실 클릭해 주세요,질문
회원님 그럼 다른 질문 있으신가요,질문
네 현장실습 어떤 점 말씀이십니까,질문
그럼 실습은 6일 이후부터 시작해야되는 건가요,질문
실습처와 1일부터 실습하기로 했는데 어떻게 하죠,질문
상품를 수강해보려 하는데 춤을 처음 추는 사람도 할 수 있나요,질문
네 기본기를 배워야 하나요,질문
네 너무 어렵지 않을까요,질문
네 고객님 어떤 궁금증이실까요,질문
네 상품 를 보고있는데 후보정을 해본적이 없어서요 어려운가요,질문
아 많이 높나요,질문
그럼 일단은 전원을 껐다가 다시 한 번 켜주셔야 하거든요,질문
이걸 재부팅하라는 말씀이시죠,질문
다시 한 번 상품 실행하신 후에요,질문
오른쪽에 화살표가 활성화되면 길게 눌러주세요,질문
그럼 거기를 길게 눌러주세요,질문
네 확인 선택을 해주시고요,질문
거기 약 일분 정도만 남겨둔 상태에서 학습 한 번 진행 부탁드리겠습니다,질문
네 회원님 해당 강좌명이나 교수님 성함을 말씀해 주시면 빠른 응대 가능합니다,질문
네 고객님 다시 한번 확인해보시고 그래도 확인 안 되실 경우 재상담 부탁드리겠습니다,질문
다른 추가 문의 사항은 더 없으실까요,질문
소속 동영상 강의는 언제 업로드되나요,질문
주말이나 공휴일도 동일한가요,질문
그러면 1일 22시에 강의 종료되면 2일 22시 이전에 업로드된다는 거죠,질문
음 그러면 정확한 업로드 시간은 알 수 없는 거네요,질문
아이에 대해 공부하고 싶은데 추천하는 강의가 있을까요,질문
네 그 강의는 어떤건가요,질문
아이가 36개월 이전만 가능할까요,질문
네 그럼 이 강의를 배우면 어떤 부분이 좋나요,질문
네 어떤 게 궁금하실까요,질문
3D를 하나도 모르는데 수강할 수 있을까요,질문
고객님 어떤 강좌를 보고 계시는지 말씀해 주시겠어요,질문
많이 어렵진 않을까요,질문
아 그런가요 그러면 시험 같은 경우는 어떻게 되나요,질문
네 고객님 어떤 부분 도움 필요하실까요 편하게 말씀해 주세요,질문
전 수학만 듣고 싶어서 그런데 첫달만이라도 3개를 수강할 수 있게 해주실 수 없을까요,질문
수학 강좌 추가 수강 도움을 드리기 어려운 점 양해 부탁드리겠습니다,질문
추가적으로 궁금하신 사안 있으실까요,질문
공인인증서 등록에 학번이 필요하던데 학번은 언제 부여되나요,질문
혹시 신편입생 모집으로 등록하셨을까요,질문
등록기간이 끝난 후라면 몇일 일까요,질문
네 어떤 점이 궁금하십니까,질문
네 홈페이지에서 전체적으로 보고 있는데 오픈예정 클래스는 뭔가요,질문
네 조금 더 자세히 설명해 주세요,질문
아 그렇군요 오픈되려면 많은 분들이 참여해 주셔야겠네요,질문
네 그렇습니다 많은 관심 부탁드립니다,질문
네 그럼 좀 더 나을까요,질문
네 각 수업에 관련된 공지나 전체 공지는 꼭 필독 부탁드릴게요,질문
학생 수가 많다보니 일일히 개인 연락이 어려운 점 이해 부탁드립니다,질문
네 어떤 강의를 말씀하시는 걸까요,질문
네 스파르타식이라도 좋으니 짧고 확실하게 알려주는 강의 같은 거 없을까요,질문
음 고객님 그러시다면 상품이라고 해서 단기적으로 준비해 보시는 건 어떠실까요,질문
그게 제일 짧은 기간의 강의인가요,질문
혹시 채점이 완료된 상태가 맞으실까요,질문
아직 채점 전이에요 채점이 완료되야지만 확인되는 건가봐요,질문
네 말씀 부탁드립니다,질문
직접 채점하기는 어떤 경우에 하는건가요,질문
네 고객님 무엇을 도와드릴까요,질문
농어촌 전형 분석 서비스는 없나요,질문
아니시면 이번에 입시 컨설팅을 직접 받아 보시는건 어떠실까요,질문
오 그래요 어떻게 신청하면 될까요,질문
당사 메인 홈페이지에서 컨설팅 예약 배너를 클릭합니다,질문
네 감사합니다 다른 문의 사항 있으실까요,질문
네 고객님 어떤 문의사항이 있으실까요,질문
다른 학원 강의를 판매하시는 것 같은데 샘플 강의 정도는 확인할 수 없는 걸까요,질문
네 과목별 기본 강좌 말씀이신가요,질문
예 근데 그 강의 내용이 매년 달라지나요,질문
네 고객님 어떤 부분 궁금하실까요,질문
네 고객님 현재 학교 재학 중이실까요,질문
또한 상품는 현재 판매하고 있으나 상품는 내일 하루만 판매 예정이니 참고해주시면 되겠습니다,질문
추가로 궁금하신 사항은 더 없으실까요,질문
네 무엇을 도와드릴까요,질문
혹시 소속 강사님들 2022년 강의 시작일과 교재 출판일을 알 수 없나요,질문
보통 언제쯤으로 알고있으면 되나요,질문
저희 홈페이지에 자세한 내용이 올라와 있으니 확인 부탁드립니다,질문
소속 실행하셨을 때 서버 시간이 맞지 않다라고 뜨나요,질문
네 시간을 맞출 수 있나요,질문
저희 쪽에 등록되어 있는 어머님 휴대폰 번호 혹시 확인 가능할까요,질문
실례지만 학습하시는 회원님 이름은 어떻게 되십니까,질문
지금 학습기 가지고 계시죠,질문
지금 안 가지고 있어요 있어야지 가능 한가요,질문
고객님 혹시 수강률이 20퍼센트 이상 달성하셨을까요,질문
네 고객님 더 궁금하신 점이 있으실까요,질문
고객님 어떤 문의 사항이신가요,질문
제시된 가격과 12개월 이라고만 되어 있는데 어떤 상품인가요,질문
그럼 다른 학년은 안 되는 건가요,질문
혹시 다른 문의 사항 있으신가요,질문
초보도 디자인까지 잘 할 수 있을까요,질문
그림 어떤 게 필요할까요,질문
코바늘이 처음인데 헷갈리진 않을까요,질문
네 무엇을 도와드릴까요,질문
혹시 소속 커리큘럼 실제 활용 사례 같은 거 어디서 볼 수 없나요,질문
저희 소속 커리큘럼 따라가면서 합격하신 분들 말씀이시죠,질문
그거는 어디서 볼 수 있나요,질문
네 무엇을 도와드릴까요,질문
핵심만 짧게 알려주는 강의는 없나요,질문
네 문자로 보내주세요 전번 여기로 좀 보내주세요,질문
네 어떤 게 궁금하신가요,질문
에어 드라이 클레이로 만들던데 그건 뭔가요,질문
그럼 쉽게 깨지지 않을까요,질문
지점토와 비슷한 건가요,질문
네 고객님 강좌명이나 교수님 성함 확인 부탁드려도 되겠습니까,질문
아직 인강 개강을 안한것 같아 문의드려요 언제 인강 시작되나요,질문
따라서 고객님께서 가지고 계신 패스로는 수강신청이 불가하오니 양해 부탁드립니다,질문
아 그러면 수강하려면 학원에서 수강해야되는 건가요,질문
추가로 궁금한 사항은 없으실까요,질문
네 고객님 전산세무회계 말씀이시죠,질문
그러시다면 상품은 어떠실까요,질문
네 서버시간이 맞지 않아 학습 진행이 안 된다고요,질문
실례지만 이름 회원님 어머님 맞으세요,질문
예 정확한 상담 진행을 위해서 한가지 여쭤보겠습니다,질문
저희 쪽에 등록되어 있는 연락처 뒤에 네 자리 확인 가능하십니까,질문
어머님 그 서버시간이 맞지 않는다라고 확인이 되는 문구에서요,질문
이걸 누르면 되나요,질문
네 설정 창으로요,질문
초록색 불이 들어와있을 거예요 그 불을 꺼주시겠어요,질문
날짜가 이천십팔년도 칠월 삼십일로 확인이 되나요,질문
네 고객님 보시고 계시는 강의가 있으실까요,질문
네 클래스의 난이도는 어느 정도인가요,질문
네 수업 듣는데 직접 찍은 영상이 필요한가요,질문
네 예제 영상을 제공해 주시는 건가요,질문
소속 종합반 회원은 무엇인가요,질문
듣고 싶은걸 다 들을 수 있는 건가요,질문
그럼 소속 에 있는 강좌를 제한 없이 수강할 수 있나요,질문
혹시 특목반 전용 강좌는 가능 한가요,질문
고객님 혹시 다른 문의 사항 또 있으신가요,질문
결정 하셔서 다시 연락주시면 도와드리겠습니다,질문
네 문의사항 말씀해 주세요,질문
불합격이 뜨면 실습 못하나요,질문
그럼 합격했는지 알 수 있을까요,질문
고객님 성함과 연락처 말씀해 주시겠습니까,질문
네 조회해드리겠습니다 잠시만 기다려주세요,질문
9급 공무원 한국사 선생님이나 교재 추천 받을 수 있을까요,질문
네 혹시 처음 공무원 시험 알아보고 계신건가요,질문
이름 선생님 강의는 어떤 점이 좋은가요,질문
네 학점 인정 어떤 게 궁금하신가요,질문
전 대학에 교양 과목은 학점 인정이 안 되나요,질문
여기서는 문의 안 해주시나요,질문
네 그럼 담당부서가 어디인가요,질문
교무처 전화번호 알 수 있을까요,질문
네 어떤 내용의 문의 말씀이십니까,질문
아예 악보를 볼 줄 모르는데 괜찮을까요,질문
바이올린은 기본기 잡기가 어렵다고 들었는데 따라하면서 제대로 배울 수 있을까요,질문
처음인데 잘 찍을 수 있을까요,질문
네 기존에 찍던 사진과 차이점이 있을까요,질문
네 강의에서도 다 알려주시나요,질문
어떤 자격증 따실 건가요 고객님,질문
도움이 많이 되는 자격증인가요,질문
한번 공부해야봐겠네요 금방 딸 수 있겠죠,질문
네 어떤게 궁금하실까요,질문
네 일단 보고 계시는 강의명 말씀 부탁드립니다,질문
초보자도 가능한 건가요,질문
네 어떤 문의이실까요,질문
혹시 타지역 학생들 경우 비대면도 가능한 건가요,질문
일정이 언제쯤 나오는지 알 수 있을까요,질문
네 그럼 세미나 불참 시 아예 f학점이 되는 건가요,질문
네 무엇을 도와드릴까요,질문
행정학도 새로 개편되는 내용이 있나요,질문
고객님 작년 교재를 그대로 활용해도 되는지 궁금하신 거죠,질문
그러면 개정안만 강의 들을 수도 있나요,질문
네 맞아요 확인 되셨나요,질문
답변 드리기 전에 저희 회원님 성함이 어떻게 되세요,질문
그럼 이 회원 번호를 어디서 연결해줘야 되나요,질문
예 거기에서 회원 관리 한번 클릭 해 주시겠어요,질문
회원관리 그 다음에 어디로 가야 하죠,질문
회원 이름을 클릭을 한번 해주시구요,질문
거기 혹시 비밀번호 등록이 돼 있나요,질문
등록하고 하면은 되는 건가요,질문
동기화 진행 하시면 됩니다,질문
안녕하세요 다운로드 강좌하는 것 좀 알려주세요,질문
메인 화면 우측 상단 끝 연필 아이콘 옆 삼선 메뉴를 터치해 주세요,질문
같은 방법으로 하시면 됩니다 다른 궁금하신 거 또 있으신가요,질문
그래도 상관없이 수업이 가능한가요,질문
그러면은 쓰는 거를 많이 하나요 아니면 맨 처음에 읽는 거부터 하나요,질문
어머니 제가 거주하시는 곳에 가까운 센터에 상담 선생님 안내 드릴까요,질문
어머님 연락처와 자녀 분 성함 알 수 있을까요,질문
자녀분 성함은 어떻게 되세요,질문
거주하시는 곳 동까지만 알 수 있을까요,질문
그냥 뭐 상 일동 이동 없이 그냥 주소인가요 어머니,질문
언제 통화 편하시겠습니까,질문
통화까지 얼마나 걸려요,질문
네 고객님 어떤 부분이 궁금하신가요,질문
코로나 때문에 지원자가 적거나 등록자가 미달될 경우에 과정은 폐강되나요,질문
헐 그럼 만약 등록금 내고나서 폐강이 되면 환불되나요,질문
아네 해결되셨으니 다행이네요 혹시 또 궁금하신 부분 있으신가요,질문
공무원 영어 난이도가 어떤가요,질문
네 공무원 준비 알아보고 계신건가요,질문
혹시 처음 공무원 시험 준비하는 사람을 위한 프로그램은 따로 없나요,질문
더 궁금하신 점 있으실까요,질문
고객님 해당 강좌명이나 교수명 알려주시면 안내 도와드리겠습니다,질문
상품과 급수 종강일이 궁금합니다,질문
네 고객님 문의주신 이름 교수님의 강좌 상품과 급수 맞으실까요,질문
네 그 강의 맞아요 현강은 이미 종강된 것 같은데 아닌가요,질문
추가 문의 사항 있으실까요 고객님,질문
다른 문의사항 있으시면 언제든 연락주세요,질문
전용실로만 할 수 있는 건가요,질문
네 그럼 일반 뜨개질용 실은 가능한가요,질문
그럼 노트북 케이스도 만들 수 있나요,질문
패치 워크 하는것도 알려주는건가요,질문
네 고객님 말씀 주세요,질문
학습 할 때 태블릿 피씨 구입해야 되는 거예요,질문
패드만 있으면 가능하다는 말씀이신 거죠 앱 다운만 받으면요,질문
그 없으면 어떻게 해요 저희는 다른 거 써서 안 될 것 같아요,질문
그럼 금액이 어느 정도 돼요,질문
무엇을 도와 드릴까요,질문
네 원장님 딕테이션 관련 문의이신거죠,질문
딕테이션 설정에 대한 문의 이십니까,질문
그러면 스마트 학습 중에서 설정 해보셨습니까,질문
방학 동안에 복습이랑 예습할 수 있고 강의 수가 좀 짧은 강의 없나요,질문
음 그래요 어떤 강의인가요,질문
네 강의에 대한 자세한 안내 페이지 안내해드릴까요,질문
네 알려주세요 이메일로 보내주실 수 있나요,질문
네 이메일 주소 알려주시겠어요 고객님,질문
계정 인데 여기로 보내주세요,질문
고객님 편히 말씀해 주시면 적극적으로 도와드리겠습니다,질문
모의고사 기준으로 갈 수 있는 학교가 궁금한데요,질문
문과 학사편입 기준으로 모의고사 30 수준이면 어느 학교 가능할까요,질문
대략적으로 인서울 중위권은 간다는 말씀이시죠,질문
다행입니다 고객님 다른 문의사항은 더 없으실까요,질문
네 고객님 어떤 부분 궁금하실까요 도와드리겠습니다,질문
모집 요강 같은 경우 고려대는 11월에 나오는 것으로 알고 있는데 맞나요,질문
아 그럼 추가 사항일 뿐 필수는 아니라는 말씀이시죠,질문
네 맞습니다 고객님 충분한 상담 되었을까요,질문
기타 기출 문제 풀고 제출했는데 답안을 변경 할 수 있나요,질문
수정 요청은 어떻게 하면 되나요,질문
안내 드릴텐데 혹시 피씨 사용 가능 하실까요,질문
문제풀이 화면 우측 상단에 보시면 신고하기 버튼 확인 되실까요,질문
네 무엇을 도와드릴까요,질문
네 고객님 궁금한 거 말씀해 주세요,질문
홈트를 시작해보려고 하는데 남자가 수강해도 도움이 될까요,질문
혹시 지금 현재 잘 안 되시는 부분이 있으세요 조금 전산이 느려서요,질문
전체적인 학습기기가 다 그런 가요,질문
그럼 서버 재부팅 한번 해보셨나요,질문
그래도 증상이 동일하다는 말씀이시죠,질문
지금 원장님 휴대폰으로 연락을 드리면 되는 건가요,질문
네 그렇게 해주세요,질문
혹시 학습기기에서는 확인되는 문구가 별도로 있나요,질문
네 그렇게만 확인되세요,질문
편입 수학에 대해 잘 몰라서 질문 드리려고요,질문
또 편입수학 말고 더 준비해야 되는게 있는지도 궁금합니다,질문
편입수학만으로 지원가능한 대학도 있기때문에 모집요강을 참고하셔야합니다,질문
네 고객님 맛보기 강좌를 활용하셔서 맞는 스타일의 교수님과 준비하시길 바랍니다,질문
다른 문의사항은 더 없으실까요 고객님,질문
네 궁금하신 점이 어떤 거 일까요,질문
평생교육학에서 수강이 겹치는 부분은 인정이 될까요,질문
기타 입학과 관련한 궁금한 사항은 본교 입학홍보처로 유선 연락 부탁드립니다,질문
네 기간 어떤 게 궁금하십니까,질문
이번 학기 학사일정에는 20일정도로 나와있어서요 이게 맞나요,질문
제가 잘못 본건가요,질문
네 고객님 궁금하신 게 있으신가요,질문
네 카메라는 어떤 걸 써야하나요,질문
메뉴얼 모드 조작은 뭔가요,질문
렌즈도 종류는 상관없나요,질문
네 무엇을 도와드릴까요,질문
인터넷이 안 되신다는 게 학습기 이용이 안 된다는 말씀이세요,질문
그냥 인터넷 오픈하셨을 때도 연결이 안 되세요,질문
네 케이티 이런 데다가 전화를 했거든요 그 본사하고는 상관없는 건가요,질문
네 인터넷 연결 확인해보시고 다시 한 번 꼭 좀 연락 부탁드리겠습니다,질문
네 어떤 부분이 궁금하실까요,질문
오늘로 알고 있었는데 아니었나요,질문
공부 기간 대략 1년 합격에 적합한 인강 추천해 주세요,질문
초시 합격 프로그램이 따로 있나요,질문
혹시 다른 프로그램 추천도 필요하신가요,질문
네 안녕하세요 소속이죠,질문
네 고객님 어떤 문의로 인해 전화 주셨을까요,질문
혹시 강의를 듣다가 궁금한 내용이 생기면 어디로 문의를 해야 하나요,질문
아 문의하는 게시판이 따로 있군요,질문
네 고객님 추가 문의 사항 언제든지 연락 주세요,질문
아 네 편하게 말씀해주세요,질문
그럼 제가 소속 교재를 사려면 올해 거를 사서 공부를 하는 게 맞나요,질문
국어 영어 같은 거는 크게 상관없지 않나요,질문
네 고객님 어떤 문의신가요,질문
MP3 파일을 다운받으려고 했는데 다운 받을 파일이 안 보이신다는 거죠,질문
혹시 상품가 아니라 상품를 사용 중이신가요,질문
교재 페이지에서 교재를 검색하시고 밑에 학습서비스 이용을 눌러주세요,질문
상품 에서 다운 받으신 자료가 폴라리스오피스 앱에서 확인 되시나요,질문
폴라리스 계정이 있어야 하는건가요,질문
그럼 계정을 만들어서 로그인 하면 어떻게 보나요,질문
계정 생성 후 로그인 하셔도 보이지 않으시면 다시 연락주세요,질문
네 어떤점이 궁금하신가요,질문
당장 다음 주부터 실습 기간인데 합격이 된 건가요,질문
선생님 성함과 연락처 말씀해 주세요,질문
확인해보겠습니다 잠시만 기다려 주시겠습니까,질문
합격여부 밀린 거 아니겠죠,질문
네 내일까지 확인해보시고 계속 심사중이면 연락주세요,질문
네 안녕하세요 상담 센터죠,질문
네 고객님 말씀하세요,질문
예를 들어 어떤 장점이 있죠,질문
네 고객님 가능하십니다 어떤 부분 궁금하실까요,질문
졸업하고 학사 학위 받은 뒤에도 일반 편입으로 지원이 가능한가요,질문
그러면 간호학과도 그렇게 진학하는 경우가 종종 있나요,질문
아 그러면 그건 어디서 확인해 봐야 할까요,질문
네 고객님 혹시 해당 강좌 강의명이나 교수님 성함 알고계실까요,질문
이름 교수님 상품입니다 확인 되나요,질문
인강 개강까지는 평일 기준 7일정도 소요되오니 조금 더 양해 부탁드립니다,질문
아 그러면 지금 5월 8일은 되어야 수강 가능한거네요 맞죠,질문
네 맞습니다 고객님 인강 참고하셔서 수험 계획 부탁드립니다,질문
다른 추가 문의 사항은 더 없으실까요,질문
네 고객님 무엇을 도와드릴까요,질문
어 그러면 지금 구입하면은 내년 12월 31일이 종강인거네요,질문
특별히 비는 기간이 없이 수강이 가능하겠네요,질문
예 자세한 내용은 소속 프리 패스 구입 페이지 참고 부드립니다,질문
네 고객님 보고 계신 강의 말씀해 주세요,질문
네 영상 촬영에는 어떤 내용들이 있나요,질문
네 궁금하신 점이 있으신가요,질문
클래스에서 배운 기법으로 크기가 큰 러그도 제작이 가능한가요,질문
큰 틀 없이는 안될까요,질문
이 방법도 클래스에서 알려주시나요,질문
네 어떤 과목이수 일까요,질문
이 과목은 아예 편입을 해야 이수가 가능한가요,질문
시간제가 아니면 못듣는건가요,질문
시간제 모집은 언제 할까요,질문
네 보고계시는 강의명 말씀해 주시겠어요,질문
실무에서 조금씩 사용해보긴 했는데 3D도 난이도가 비슷할까요,질문
상품이 궁금 하신 거군요,질문
네 상품은 어떤 과정이 해당되나요,질문
매우 아쉽네요 다른 학부도 상품 해택이 주어졌으면 합니다,질문
더 궁금하신 부분이 있으신가요,질문
네 감사합니다 안내 부탁드립니다,질문
그리고 나에게 맞는 강의를 찾은 후 목표 점수 별로 강좌를 선택해 주세요,질문
매월 개강일과 등록일은 어떻게 되나요,질문
등록일이 바뀌지는 않겠죠,질문
